Industry,Gig_Worker_Percentage,Revenue_Growth,Cost_Savings,Employee_Turnover,Gig_Dependency_Level,Gig_Satisfaction_Score,Policy_Support_Level,Collaboration_Level,Impact_on_Company
Finance,39.84925870644045,10.63053268678204,12.607016649575709,12.966845470619244,5,4,1,5,1
Logistics,33.56289924741156,6.934161791833843,12.939556823025828,8.25776132615043,5,1,3,3,0
Retail,38.45739464052495,6.019591166956754,11.165255589220473,11.777603675771402,5,2,1,3,0
Finance,52.98260444137933,8.724545102495828,14.787428805110178,13.603800053837205,3,2,1,5,0
Tech,20.646600213843026,4.062137178779327,10.847040375162226,15.131865609987601,3,2,4,4,1
Logistics,13.907533802071336,3.768438521330611,11.027187283967626,19.72262354311718,1,5,5,2,1
Logistics,99.05151154502126,13.448494952189536,18.450837082539888,10.497807270351153,4,4,1,2,1
Logistics,46.198082566641,7.115351722555899,10.711146174762222,12.003421235463673,2,2,3,4,0
Retail,56.28618672813389,9.02826123130666,14.534388589451298,14.844991052116892,5,3,3,5,1
Logistics,41.65108780421269,5.585372834290634,12.619317328263834,9.796495577743887,1,5,2,3,0
Retail,2.1361073851157375,4.193990203731336,8.505074967513476,7.026849201245698,3,2,3,3,0
Logistics,84.83386499645103,11.36535056255376,17.813584249640037,4.662995504773539,5,1,4,5,1
Retail,29.297972050443267,7.396314248622094,11.385371257889686,16.2306729928723,3,3,3,1,0
Tech,69.48371146303131,10.234061260751284,16.62814796070309,11.11931764833159,4,3,2,1,0
Healthcare,63.78728330734764,8.678828437858726,14.062987888506244,7.065351961662296,3,1,3,1,0
Finance,80.67447434722521,9.494791393906521,16.927580160111056,11.863342575904726,4,2,5,2,1
Finance,76.60080638040772,12.370215238565235,15.80379759396524,10.688570897226061,1,1,5,5,1
Retail,1.2807332630426993,3.943064339767099,7.764601927374021,15.26518101682602,3,4,1,2,0
Logistics,92.26012436534788,14.640761992381329,17.21406964294942,14.14856259870942,4,3,1,3,1
Finance,15.610499763740027,7.8180263842322955,9.753050289210059,9.619474881281961,2,5,4,5,1
Finance,76.15073096765236,11.335339518319698,15.996085723212614,9.8735833640206,2,4,5,5,1
Retail,12.335361317907134,6.0333904722549905,8.84273705123885,10.77692674918306,2,4,2,3,0
Healthcare,53.50372896565445,10.071977495014492,13.891095672999498,7.016871247212046,5,1,3,4,1
Finance,93.76537855579782,14.732185914139496,17.160085624537516,8.698683531812053,4,3,4,3,1
Logistics,1.5273838062884737,1.8789454847278473,6.327443170401433,12.935464653244125,1,2,2,1,0
Logistics,26.96296279628052,5.414216217567418,10.000154610689444,21.317880442093767,1,4,3,3,0
Healthcare,58.62922202456428,9.204084286790502,13.204064868712244,8.971596331538308,4,2,3,5,1
Logistics,69.09526432130171,10.359997745923632,14.92925317330001,10.846848131032976,5,1,3,5,1
Retail,54.30125100143456,10.98098853385752,14.572396521364315,14.07302233505968,4,5,4,1,1
Finance,91.02473752449694,12.229530569619183,20.76586814026821,12.682119167831427,1,2,1,5,0
Healthcare,64.63294454971398,7.827489657770939,14.229200174657931,16.97711587188556,5,5,5,2,1
Tech,54.445321544678436,8.838733519729832,16.102923307575853,14.024875937912046,4,2,5,5,1
Finance,38.976487519592865,8.695316439832972,12.47110414379341,6.8481783214903,2,3,3,5,1
Logistics,17.614113387417664,2.023997655183983,8.822709514380414,7.502595910107254,1,1,5,5,0
Healthcare,81.59045863814569,10.247302824963018,18.203445640476456,11.729230276101616,3,3,1,3,0
Retail,32.96464967477248,7.777691575536246,12.55199290294453,2.9766814905586685,2,3,4,1,0
Finance,70.75544169787575,7.609553102556807,16.6305054315825,15.660221536039073,3,4,5,2,1
Logistics,56.46261312134161,10.104465232852359,12.331185452580375,17.54764956455533,1,5,2,4,1
Healthcare,88.31529863718319,12.877526300655667,16.196923420788114,9.812434845991612,5,4,2,2,0
Retail,58.16905847476802,7.722737040629963,15.009045289095381,8.503955768705202,2,2,3,2,0
Healthcare,26.358918087335038,5.350400369229276,10.22017037528613,10.86147294361972,2,5,3,1,0
Retail,47.491898721114026,7.314657110905994,13.389241020228384,10.119171927066438,4,4,3,5,1
Retail,0.4373679100979522,4.42673853323913,8.69931002280608,11.626359369547918,5,5,5,5,1
Logistics,72.86156791204911,10.429242472601086,16.199132948672556,8.582753370131769,3,1,2,4,0
Tech,34.55847928841226,4.581882969431482,14.556021901327133,8.98022997426674,5,5,2,3,1
Tech,49.330264645297895,9.800476696549216,13.00714843494447,11.094739428187205,5,1,5,1,0
Healthcare,72.55001353845255,12.22062627491593,17.366811509777765,11.611093158387966,1,4,5,4,1
Logistics,22.428703649295933,5.615136060798866,11.528713297937653,13.449829249166303,1,1,4,4,0
Tech,60.059670357945,10.206919817866723,13.95550649284812,17.495514761830425,4,4,3,3,1
Finance,1.1962149701723934,3.4632878293367324,8.973935023381063,16.817230103955428,4,2,5,2,0
Finance,37.025478392243,6.2321645770233935,10.733898919461925,4.8264175750536715,2,3,2,1,0
Logistics,91.32442257836337,13.19643717664616,19.831435175954038,5.987392800563031,5,3,3,2,1
Retail,3.3939829723420245,2.044467225995274,10.23462175302967,12.520518953403322,5,2,1,2,0
Logistics,99.87928508555383,14.348433710344082,18.729400259320048,9.638123584334641,3,4,4,5,1
Logistics,99.71154717121016,13.616501351920839,20.360183615917812,12.138218379010548,5,5,4,2,1
Finance,53.00244255271671,10.366110714177994,14.648297188537965,18.38059198230169,5,5,5,1,1
Logistics,74.25701107424561,12.480544978296118,16.945195371384273,15.725708080899087,1,1,5,5,1
Healthcare,37.61962719617392,4.041436145760841,14.313675716568255,7.570741008713855,4,4,4,5,1
Retail,73.69020115909616,11.326273903440539,17.308412177369707,7.177196993223482,5,1,1,1,0
Tech,32.36129677514562,8.990022398662909,11.245995096927997,10.424034377143327,4,4,4,3,1
Finance,62.793749329946,13.768962081351766,16.24071734901681,3.1185894388043267,3,3,5,3,1
Retail,56.961796758576014,11.733166264952825,13.794450908628315,9.004575541621138,1,1,4,2,0
Retail,80.42728854710339,11.901949284252332,17.675389096826528,10.321103208207685,5,2,3,3,1
Finance,33.86719248874972,4.089043607918675,11.911857869570216,4.0889548630198975,4,1,3,2,0
Logistics,12.095776175452343,3.8832042657251145,7.588486399039366,15.556768642609088,3,4,3,5,1
Tech,63.474451872324444,7.610435687383511,13.389930712725691,13.155684905767417,4,2,2,4,1
Finance,36.93003454174263,9.991829508534774,14.486072173684484,13.943626201080415,4,3,3,4,1
Tech,73.53676497325267,12.108007541251979,13.563117174426186,19.87973535715213,3,1,5,2,0
Retail,39.796037644511486,5.22390323294802,11.713787332349956,8.559595160855617,5,3,5,5,1
Tech,48.20831988871461,9.044193301706704,12.470529060400837,16.394448206823313,2,1,4,1,0
Logistics,50.189818040266466,9.30992265745643,13.328731470965945,14.31432198639079,5,2,1,1,0
Logistics,55.865301193000946,9.070187142430902,12.964155093188754,14.63954797624926,1,4,1,1,0
Healthcare,68.44511043503503,9.676405326958523,13.093755641860897,14.110253651544863,2,1,3,2,0
Healthcare,28.24043288458643,6.0124334460849145,12.334778070884955,12.79645389259509,3,1,2,1,0
Logistics,35.7066138753306,8.81928398819092,9.366612810267792,11.551966250047387,3,1,2,5,0
Healthcare,13.658893837642394,2.0652344114370313,10.943158087807111,17.85493489365999,1,5,3,3,0
Healthcare,95.94935968280058,11.737338909752422,19.09297917461666,8.809722695166576,1,4,3,2,0
Finance,33.67752170058491,7.1833694097199245,8.8919054712795,17.5088199670603,4,5,3,2,1
Logistics,94.0416792632526,10.361056885095499,19.29884752012209,13.20771082045315,5,3,3,5,1
Retail,99.98714382741338,16.01573590699047,17.14031272405194,14.245431264724301,1,3,4,5,1
Healthcare,28.64648171450218,6.4499979206028595,9.268605332430008,9.399491640454395,1,3,2,2,0
Finance,57.960428782989524,10.196267629090688,15.753308718007103,6.583956635315832,5,3,5,1,1
Retail,83.92834019218431,14.227020228213746,19.6327458248432,7.947640582186915,1,1,2,1,0
Tech,87.52868048162887,12.639335503557321,18.010134312135158,9.179630574345035,4,5,1,5,1
Retail,52.84488673460756,8.493591932215466,12.969247795842548,11.389828385341358,1,4,1,3,0
Logistics,86.20508569761279,12.020688591520813,15.656317197555989,12.454213439129957,2,5,5,1,1
Finance,93.22925758731671,11.947153696162292,18.02094238970485,12.243610696178125,3,5,3,2,1
Retail,9.456097526746799,2.9082816315466857,6.019476175466076,9.414187425460845,4,3,5,4,1
Retail,4.971829248796911,4.451995731426319,10.473741806850828,12.3119109021107,5,4,1,3,1
Retail,95.29366992517265,12.914938384424294,15.208095318131912,10.624639396496336,4,1,2,3,0
Healthcare,62.67125759567877,7.796022219135314,14.935738451358722,15.098077433118444,3,1,4,5,1
Tech,18.14648532600327,3.5281278089877777,9.463807752279843,7.555745129487084,4,1,1,2,0
Logistics,82.66109663519666,10.808560418341125,18.581187924682098,9.56183378817766,4,1,2,5,1
Retail,86.260487654629,13.83098955867267,18.45292630028688,11.97580646311843,3,2,3,4,1
Tech,48.83694869548509,8.032525869915613,13.326451584996477,13.214378272199754,4,1,1,3,0
Tech,73.4447277798688,10.505610766914227,13.115300705776313,7.688243907779768,5,4,5,5,1
Healthcare,19.641408681470107,4.151620311748598,9.27849034354243,14.055112431242804,1,1,4,3,0
Retail,81.66092056010751,8.98928935148766,17.373153632734823,9.447318695421052,2,5,2,1,0
Finance,94.3499229703927,12.143330935007395,18.702695476676716,7.446515780337059,1,1,1,2,0
Finance,69.13911607843517,7.5271456556401715,15.975391910930115,11.77511697540216,1,1,4,5,0
Tech,71.87089930641832,10.408421452746063,15.441473865876107,7.112450971471859,3,4,1,4,1
Tech,18.03909018294848,4.98245825314412,7.413865168001732,12.948589017918565,1,5,5,2,0
Retail,33.93577436718458,3.183923160490772,9.475078879532465,6.249836302801984,3,2,2,5,0
Healthcare,81.66050940616037,11.008591143972996,16.622507404944887,11.75827622262676,5,5,2,5,1
Retail,23.057505512556265,3.1763879482326587,11.024217995854489,10.247052389086756,4,3,2,1,0
Tech,72.90376238201884,9.774201665314813,15.954533864184441,12.732900915163944,5,5,1,2,0
Tech,99.86725543512802,12.949742313109248,19.399747142338462,9.63295329890411,4,1,1,4,0
Tech,17.073207611304962,3.9850828764043706,9.14813837713369,16.984914167212178,3,1,4,2,0
Tech,57.43550703038779,9.434214358412014,12.561560202036391,14.518187722324983,5,1,2,2,0
Tech,29.49929469839797,6.795445701959568,8.798997342988418,0.4968214408986217,3,4,3,5,1
Tech,43.0028175316589,6.820780723513152,10.85023347811351,10.362948486146722,3,1,3,1,0
Logistics,23.868888143129762,6.659720797341105,9.923557101695792,14.636266453738944,3,1,1,1,0
Logistics,46.487037059922706,7.999854665372028,12.177949019605395,13.22565983449373,1,5,3,2,0
Healthcare,72.80814128625937,8.094018552398378,14.047587037519392,9.257968125718419,2,2,5,1,0
Retail,83.76964915685187,10.834691906281673,13.164869184288218,17.765897137865093,2,3,3,4,1
Finance,88.08766364849033,13.103977528072347,15.739979580059076,11.568852536848329,2,1,5,4,1
Finance,52.58232395978425,9.770324574528088,12.977721957127603,15.603076560439602,5,1,4,3,1
Retail,43.39549202495178,4.5257409218404465,11.507064593037986,15.497139924763323,2,3,1,4,0
Retail,88.27368389822446,11.94845261565784,20.260189614824526,18.326068696786873,5,1,2,2,1
Finance,49.469535495836666,6.752441368236578,13.365994357147178,14.227845640559673,3,1,5,1,0
Finance,90.32577413406182,14.781272281807077,15.186351626554481,15.538943799744048,2,3,5,5,1
Logistics,99.34835217062495,14.463331920043553,19.58823445806979,10.93842731945897,2,1,4,5,1
Logistics,37.10083870647908,5.168171174721225,10.77870319457523,7.943463723473476,1,1,3,3,0
Finance,14.950630987379698,3.802738398234883,8.044867845824017,12.102602103779319,2,2,3,3,0
Finance,39.87493092510586,6.816740670800692,12.701539975943527,16.35239387301227,5,2,2,5,1
Healthcare,81.35488124382674,11.46701947247927,16.786931408328485,7.755253111105981,2,2,5,3,1
Tech,64.2359823716778,8.055666920872294,15.378954740374441,7.7204859180422005,2,4,1,3,0
Logistics,17.186115659853186,1.324189502238391,5.8756047909627185,15.229346848912556,4,1,1,5,0
Healthcare,52.8482000959547,5.210177315183984,11.127913779754243,8.909706894665469,1,2,4,2,0
Finance,0.5820710100902571,5.635563628155436,7.61762494177149,14.455895000828967,4,3,4,1,0
Logistics,66.20602104170192,9.286833257377651,16.40680362870861,16.439327443336364,5,2,1,1,0
Finance,65.8357092185296,9.73046627775495,18.069493489513775,9.652765078817302,3,3,5,3,1
Tech,89.739667203008,10.876394845819476,16.467897595843425,8.73345557785176,1,1,3,2,0
Finance,59.07835232546398,9.968839986090561,16.23174901012926,10.250502076043464,5,5,5,5,1
Finance,86.02056372067265,12.239615685750012,15.709798563139053,5.690114099390654,3,5,3,1,1
Finance,17.715121950603276,4.0559393219763145,8.068145091711067,17.784216023709725,2,5,4,1,0
Healthcare,52.10796961040165,5.550114013271468,12.454304156257754,10.774504714942362,4,1,2,2,0
Finance,74.08626299617734,9.135527414572346,11.993683016825113,10.778390199553549,3,1,4,2,0
Logistics,54.39696357977055,4.946058296770731,13.937402843061811,7.066328517028711,4,3,4,4,1
Finance,75.34985375862014,10.944652047369239,14.052680391400287,8.00174046767172,1,4,2,3,0
Logistics,16.23078454964608,5.874674545905193,5.323520035712258,9.936691023952903,1,5,3,2,0
Retail,65.9704482147092,10.176653444004257,12.348762101001698,8.34955173234719,5,4,4,4,1
Logistics,48.56598756065795,9.049666364204684,10.006549417098125,4.0029089749482205,1,5,3,5,1
Finance,81.29477019446215,14.037439141080622,17.223588920431414,14.781643952867654,4,3,4,1,1
Finance,95.10952942377241,13.630092541737872,16.93192894143046,10.67173781846663,3,2,3,5,1
Retail,33.56248178458553,7.111262812634847,13.127121980598233,14.831090871453751,1,5,5,2,1
Finance,66.52629243224601,10.60351782033374,13.174862546774463,10.322695087597081,5,5,2,1,1
Retail,23.9416441825796,5.526833534433208,9.30467348212498,11.382808226937296,3,2,1,4,0
Healthcare,20.466894759394748,5.49754633189468,7.1220958160232914,13.295047057342169,1,2,5,2,0
Tech,75.54990686967872,10.834791214451695,15.357792412966587,13.155917142339186,3,1,3,2,0
Finance,77.39805962669104,12.791051704361083,16.73113120439466,18.22539495950975,4,1,2,5,1
Healthcare,14.693799594601265,5.6294697777807565,7.704255868031034,9.289672103565577,4,2,5,1,0
Logistics,96.52276595056907,10.3166036883996,17.50850320753291,8.8813825386929,1,5,5,1,1
Retail,68.16274983597768,12.87407891909024,18.126446821822764,10.873836293273655,3,3,3,5,1
Finance,12.100503369922489,4.13431536112446,7.79663608242062,16.262435580686635,4,4,5,5,1
Retail,93.41394380831444,13.299534458946324,20.20368560625582,15.990093814394966,4,5,3,1,1
Healthcare,50.78028847985136,5.103838905816156,10.396973309074834,9.56791017106173,5,2,3,2,1
Tech,55.27022222541367,5.731682920028973,11.990283713986633,11.015363084627923,3,3,1,2,0
Finance,9.56062841392078,4.305496212174149,7.758559886403347,5.0913634887404875,3,2,2,5,1
Finance,91.06957964263788,11.898551424032672,19.77541195009593,13.254035243200768,4,3,3,5,1
Tech,34.60016512079894,6.770105253362273,11.168802368496436,10.963635505818111,5,5,5,5,1
Finance,26.03385838990089,6.348868938708619,12.695529090207657,11.317275822811009,5,3,2,2,1
Healthcare,77.37317369377926,12.808480787096904,17.62294264432548,14.494178132694282,3,2,2,1,0
Finance,54.09362431980751,10.170402245412767,12.72524540998004,11.155729965454013,2,4,3,5,1
Tech,59.503085334151315,9.052553195105405,13.427811603283946,13.076968960329035,1,3,5,3,1
Retail,64.41780901693774,10.038600356277437,14.499982104858669,4.765443832718638,4,1,2,1,0
Finance,12.597786081916828,3.8227004851187485,7.918827595373627,13.020301368319489,1,1,1,1,0
Finance,82.75022408016585,11.70918798164212,16.504448680803357,9.074429327684243,5,1,1,4,1
Finance,10.888161603116576,4.839264212037143,6.879173173610633,10.130971817305637,1,4,5,3,0
Logistics,52.810712597505514,9.498852807496775,12.590707104787342,5.024821069924728,5,5,3,3,1
Healthcare,62.636554197625784,10.580412611960499,15.317815493990247,17.690305111816322,4,4,5,1,1
Tech,59.692513572965424,10.403655693795844,17.362717299933642,7.6386098517355645,4,3,5,3,1
Retail,79.18277209316302,10.38164050233986,15.257359294583761,11.655672693795166,5,5,4,5,1
Logistics,44.017095783497304,7.923529664736684,11.559080584799357,16.67797375610794,2,5,2,2,0
Healthcare,12.581746791483706,4.86375435633949,6.626184657016202,18.771522747302754,1,1,2,3,0
Tech,68.78521850421538,10.403623928062947,15.12851405355663,14.903775521703428,5,3,1,3,1
Finance,61.722185916746184,10.082656106751243,12.493654259115038,3.229464926297247,1,1,5,4,0
Tech,14.649893311781003,5.4923650477276125,8.802196765849509,12.092112213267715,2,2,1,3,0
Logistics,65.73889355635731,13.79647666854817,17.3582539799432,5.7475968009920395,4,4,5,1,1
Retail,12.17398852603333,4.31733136371926,5.671189564280081,10.623592520780077,4,2,2,5,1
Retail,45.471256108310776,10.976220216714328,14.126350014515541,11.414636464719605,4,4,5,5,1
Logistics,0.6285545868591202,2.892889971836949,7.854215471924515,12.020362226687462,3,3,3,3,1
Tech,64.68574698844601,10.140516331889952,17.909181341759204,19.104964020806,2,4,5,1,1
Logistics,66.11351469183498,11.786964029987221,15.624654363938438,12.073513984175387,5,2,2,1,1
Retail,81.86494857177314,9.85362108662005,16.738790676933167,9.819614133430921,5,5,4,1,1
Healthcare,25.94746289659686,5.4487181410296515,9.924522709277662,16.589948324625446,1,4,1,1,0
Logistics,68.8512188409563,11.184960328339448,12.973585733611626,7.359566321800171,5,1,1,1,0
Tech,93.15776530185765,12.772849855207879,14.906348441345166,21.13554493580796,1,2,2,5,0
Retail,12.479799198615659,3.2530633760653838,6.714185390513817,9.224046015455253,3,4,2,4,1
Retail,42.19693806087417,7.080851975042266,11.392630613531995,11.019276987556054,3,2,5,4,1
Retail,55.90203392948624,10.574875610180726,12.038928176867028,17.34268449044154,4,4,2,2,0
Healthcare,53.3027504862702,6.98338098420234,13.005538148935011,11.395911506643865,3,3,1,2,0
Logistics,33.80121877138049,4.70015159661288,10.200910953283218,12.73956552389493,1,4,2,1,0
Finance,43.439527607029135,7.151177191906932,11.647055315556337,18.87059296727204,4,3,1,1,0
Logistics,54.96386052865398,8.50657507668569,12.923443917068214,10.262477881282665,4,3,5,1,1
